inlines,xlines,samples,operator,avg_peak_memory_usage
100,100,100,envelope,0.112152099609375
100,100,100,gaussian-filter,0.1042798360188802
100,100,100,gst3d,0.3122507731119792
100,100,200,envelope,0.1367009480794271
100,100,200,gaussian-filter,0.1117998758951823
100,100,200,gst3d,0.5359052022298177
100,100,300,envelope,0.13122177124023438
100,100,300,gaussian-filter,0.1191418965657552
100,100,300,gst3d,0.7594655354817709
100,100,400,envelope,0.16015116373697916
100,100,400,gaussian-filter,0.1266810099283854
100,100,400,gst3d,0.9833691914876302
100,200,100,envelope,0.11840057373046875
100,200,100,gaussian-filter,0.11177444458007812
100,200,100,gst3d,0.5369860331217448
100,200,200,envelope,0.1710027058919271
100,200,200,gaussian-filter,0.1266657511393229
100,200,200,gst3d,0.9855690002441406
100,200,300,envelope,0.22575251261393228
100,200,300,gaussian-filter,0.14156595865885416
100,200,300,gst3d,1.4368832906087239
100,200,400,envelope,0.2564989725748698
100,200,400,gaussian-filter,0.15644963582356772
100,200,400,gst3d,1.8857421875
100,300,100,envelope,0.16207122802734375
100,300,100,gaussian-filter,0.11916097005208333
100,300,100,gst3d,0.7601305643717448
100,300,200,envelope,0.23291397094726562
100,300,200,gaussian-filter,0.14156595865885416
100,300,200,gst3d,1.4351437886555989
100,300,300,envelope,0.3122444152832031
100,300,300,gaussian-filter,0.16385523478190103
100,300,300,gst3d,2.0777371724446616
100,300,400,envelope,0.4000345865885417
100,300,400,gaussian-filter,0.18624242146809897
100,300,400,gst3d,2.743335723876953
100,400,100,envelope,0.1485112508138021
100,400,100,gaussian-filter,0.12667083740234375
100,400,100,gst3d,0.9815076192220052
100,400,200,envelope,0.27276865641276044
100,400,200,gaussian-filter,0.15645980834960938
100,400,200,gst3d,1.8867899576822917
100,400,300,envelope,0.35575230916341144
100,400,300,gaussian-filter,0.18626785278320312
100,400,300,gst3d,2.743330637613932
100,400,400,envelope,0.48691685994466144
100,400,400,gaussian-filter,0.21604792277018228
100,400,400,gst3d,3.6287638346354165
200,100,100,envelope,0.13395309448242188
200,100,100,gaussian-filter,0.11177571614583333
200,100,100,gst3d,0.5370534261067709
200,100,200,envelope,0.1528447469075521
200,100,200,gaussian-filter,0.12667338053385416
200,100,200,gst3d,0.986456553141276
200,100,300,envelope,0.18555323282877603
200,100,300,gaussian-filter,0.14155451456705728
200,100,300,gst3d,1.4350547790527344
200,100,400,envelope,0.2571309407552083
200,100,400,gaussian-filter,0.15645472208658853
200,100,400,gst3d,1.8857002258300781
200,200,100,envelope,0.14747746785481772
200,200,100,gaussian-filter,0.12666829427083334
200,200,100,gst3d,0.9863204956054688
200,200,200,envelope,0.2825469970703125
200,200,200,gaussian-filter,0.15645980834960938
200,200,200,gst3d,1.8933512369791667
200,200,300,envelope,0.3752797444661458
200,200,300,gaussian-filter,0.18625513712565103
200,200,300,gst3d,2.755859375
200,200,400,envelope,0.4907875061035156
200,200,400,gaussian-filter,0.21606953938802084
200,200,400,gst3d,3.6469713846842446
200,300,100,envelope,0.22249730428059897
200,300,100,gaussian-filter,0.14157485961914062
200,300,100,gst3d,1.4363555908203125
200,300,200,envelope,0.37983957926432294
200,300,200,gaussian-filter,0.18625640869140625
200,300,200,gst3d,2.7562217712402344
200,300,300,envelope,0.5456352233886719
200,300,300,gaussian-filter,0.23094304402669272
200,300,300,gst3d,4.0968678792317705
200,300,400,envelope,0.7036323547363281
200,300,400,gaussian-filter,0.27564748128255206
200,300,400,gst3d,5.4385630289713545
200,400,100,envelope,0.28931935628255206
200,400,100,gaussian-filter,0.1564814249674479
200,400,100,gst3d,1.8859329223632812
200,400,200,envelope,0.47387949625651044
200,400,200,gaussian-filter,0.21605046590169272
200,400,200,gst3d,3.6484107971191406
200,400,300,envelope,0.6945063273111979
200,400,300,gaussian-filter,0.2756296793619792
200,400,300,gst3d,5.440016428629558
200,400,400,envelope,0.899529774983724
200,400,400,gaussian-filter,0.33522923787434894
300,100,100,envelope,0.15071996053059897
300,100,100,gaussian-filter,0.11914952596028645
300,100,100,gst3d,0.7588284810384115
300,100,200,envelope,0.2183074951171875
300,100,200,gaussian-filter,0.14154052734375
300,100,200,gst3d,1.4358584086100261
300,100,300,envelope,0.30116907755533856
300,100,300,gaussian-filter,0.1638361612955729
300,100,300,gst3d,2.0777155558268228
300,100,400,envelope,0.3707415262858073
300,100,400,gaussian-filter,0.18625259399414062
300,100,400,gst3d,2.7439969380696616
300,200,100,envelope,0.24139022827148438
300,200,100,gaussian-filter,0.14153925577799478
300,200,100,gst3d,1.4350636800130208
300,200,200,envelope,0.40198008219401044
300,200,200,gaussian-filter,0.18625513712565103
300,200,200,gst3d,2.7549565633138022
300,200,300,envelope,0.5482444763183594
300,200,300,gaussian-filter,0.23096084594726562
300,200,300,gst3d,4.098138173421224
300,200,400,envelope,0.7055676778157552
300,200,400,gaussian-filter,0.27566782633463544
300,200,400,gst3d,5.439725240071614
300,300,100,envelope,0.3272056579589844
300,300,100,gaussian-filter,0.1638361612955729
300,300,100,gst3d,2.078507741292318
300,300,200,envelope,0.5427894592285156
300,300,200,gaussian-filter,0.23095321655273438
300,300,200,gst3d,4.096871693929036
300,300,300,envelope,0.7653325398763021
300,300,300,gaussian-filter,0.2980308532714844
300,300,300,gst3d,6.1168874104817705
300,300,400,envelope,1.0072123209635417
300,300,400,gaussian-filter,0.3650169372558594
300,400,100,envelope,0.39786402384440106
300,400,100,gaussian-filter,0.18624750773111978
300,400,100,gst3d,2.744647979736328
300,400,200,envelope,0.6971460978190104
300,400,200,gaussian-filter,0.2756360371907552
300,400,200,gst3d,5.440132141113281
300,400,300,envelope,0.996130625406901
300,400,300,gaussian-filter,0.3650093078613281
300,400,400,envelope,1.3114814758300781
300,400,400,gaussian-filter,0.45438385009765625
400,100,100,envelope,0.16159947713216147
400,100,100,gaussian-filter,0.12665812174479166
400,100,100,gst3d,0.9814656575520834
400,100,200,envelope,0.23280207316080728
400,100,200,gaussian-filter,0.15646489461263022
400,100,200,gst3d,1.8857447306315105
400,100,300,envelope,0.37597020467122394
400,100,300,gaussian-filter,0.18625005086263022
400,100,300,gst3d,2.7433446248372397
400,100,400,envelope,0.46867624918619794
400,100,400,gaussian-filter,0.21606826782226562
400,100,400,gst3d,3.6306330362955728
400,200,100,envelope,0.27215830485026044
400,200,100,gaussian-filter,0.1564509073893229
400,200,100,gst3d,1.8842328389485676
400,200,200,envelope,0.4843037923177083
400,200,200,gaussian-filter,0.21605046590169272
400,200,200,gst3d,3.6466153462727866
400,200,300,envelope,0.673675537109375
400,200,300,gaussian-filter,0.27564366658528644
400,200,300,gst3d,5.440544128417969
400,200,400,envelope,0.902740478515625
400,200,400,gaussian-filter,0.335205078125
400,300,100,envelope,0.39025624593098956
400,300,100,gaussian-filter,0.18625768025716147
400,300,100,gst3d,2.743352254231771
400,300,200,envelope,0.6919123331705729
400,300,200,gaussian-filter,0.2756487528483073
400,300,200,gst3d,5.440076192220052
400,300,300,envelope,1.0052477518717449
400,300,300,gaussian-filter,0.3650245666503906
400,300,400,envelope,1.325775146484375
400,300,400,gaussian-filter,0.4543914794921875
400,400,100,envelope,0.47518157958984375
400,400,100,gaussian-filter,0.2160313924153646
400,400,100,gst3d,3.630568186442057
400,400,200,envelope,0.8858591715494791
400,400,200,gaussian-filter,0.3352305094401042
400,400,300,envelope,1.3042971293131511
400,400,300,gaussian-filter,0.4544181823730469
400,400,400,envelope,1.7436192830403645
400,400,400,gaussian-filter,0.5736986796061198
